OrderID,OrderDate,Region,Category,SubCategory,ProductName,Sales,Quantity,Discount,Profit,CustomerSegment,Returned,ShipMode,Comments
ORD-11902,2020-10-09 00:00:00,North,Technology,Accessories,Accessories 1902,414.77,7,0.2,31.28,Consumer,No,Same Day,
ORD-14072,2022-01-24 00:00:00,West,Furniture,Furnishings,Furnishings 4072,,10,0.3,34.25,Consumer,Yes,First Class,Damaged box
ORD-12653,2024-12-30 00:00:00,West,Office Supplies,Paper,Paper 2653,67.75,9,0.2,9.53,Consumer,No,Standard Class,Delayed shipment
ORD-14075,2022-12-09 00:00:00,West,Furniture,Furnishings,Furnishings 4075,786.37,3,0.1,165.07,Home Office,No,Same Day,Expedited delivery
ORD-10527,2024-03-11 00:00:00,South,Furniture,Furnishings,Furnishings 527,368.86,10,0.0,76.9,Consumer,No,Second Class,
ORD-13753,2024-05-24 00:00:00,South,Office Supplies,Paper,Paper 3753,235.98,5,0.5,23.34,Consumer,No,Standard Class,Customer requested refund
ORD-10544,2022-05-23 00:00:00,South,Technology,Accessories,Accessories 544,862.34,5,0.4,68.46,Consumer,No,Second Class,Delayed shipment
ORD-10203,2022-03-19 00:00:00,East,Furniture,Bookcases,Bookcases 203,85.99,6,0.1,9.49,Home Office,No,Same Day,Expedited delivery
ORD-14902,2022-12-14 00:00:00,west,Office Supplies,Binders,Binders 4902,376.45,10,0.1,63.07,Consumer,No,Same Day,Customer requested refund
ORD-10839,2024-06-20 00:00:00,West,Technology,Copiers,Copiers 839,54.07,1,0.0,4.43,Consumer,No,Second Class,Damaged box
ORD-10279,2022-09-27 00:00:00,South,Technology,Copiers,Copiers 279,301.38,3,0.0,57.67,Home Office,No,Same Day,Customer requested refund
ORD-12242,2022-03-11 00:00:00,West,Office Supplies,Storage,Storage 2242,566.87,10,0.0,140.21,Consumer,No,Standard Class,
ORD-11756,2024-10-09 00:00:00,West,Furniture,Chairs,Chairs 1756,,6,0.0,7.33,Corporate,No,Same Day,Customer requested refund
ORD-10813,2021-05-19 00:00:00,East,Furniture,Tables,Tables 813,561.36,9,0.5,69.13,Corporate,No,Standard Class,
ORD-10981,2024-03-01 00:00:00,North,Technology,Accessories,Accessories 981,146.65,10,0.4,17.7,Corporate,No,First Class,Expedited delivery
ORD-12999,2022-05-24 00:00:00,North,Technology,Copiers,Copiers 2999,634.14,1,0.1,56.32,Corporate,No,Standard Class,
ORD-11795,2020-11-02 00:00:00,North,Office Supplies,Storage,Storage 1795,688.23,5,0.1,46.53,Home Office,No,Standard Class,
ORD-14523,NotADate,North,Furniture,Furnishings,Furnishings 4523,521.43,4,0.2,42.19,Consumer,No,Second Class,Customer requested refund
ORD-13508,2024-10-26 00:00:00,West,Office Supplies,Art,Art 3508,233.71,4,0.4,37.52,Corporate,No,Second Class,Customer requested refund
ORD-11499,2020-06-16 00:00:00,West,Furniture,Tables,Tables 1499,521.13,7,0.0,155.1,Consumer,No,Same Day,
ORD-11674,2024-03-29 00:00:00,East,Furniture,Tables,Tables 1674,6.47,3,0.2,1.19,Consumer,No,Same Day,Damaged box
ORD-12195,NotADate,South,Office Supplies,Binders,Binders 2195,356.22,7,0.3,27.38,Consumer,No,First Class,
ORD-10510,2021-07-17 00:00:00,North,Technology,Accessories,Accessories 510,482.22,10,0.4,26.06,Corporate,No,Same Day,Delayed shipment
ORD-14758,2024-04-23 00:00:00,North,Furniture,Chairs,Chairs 4758,198.23,5,0.3,31.65,Home Office,No,First Class,Delayed shipment
ORD-12782,2020-09-11 00:00:00,west,Office Supplies,Paper,Paper 2782,1412.51,9,0.1,70.05,Corporate,No,Same Day,
ORD-14921,2024-01-12 00:00:00,South,Furniture,Furnishings,Furnishings 4921,137.7,6,0.1,29.22,Corporate,No,Same Day,Customer requested refund
ORD-14360,2021-07-31 00:00:00,North,Furniture,Tables,Tables 4360,469.26,9,0.4,56.66,Corporate,No,Standard Class,Damaged box
ORD-12005,2021-04-14 00:00:00,North,Furniture,Chairs,Chairs 2005,432.57,10,0.5,36.42,Home Office,No,Same Day,Damaged box
ORD-11171,2021-05-14 00:00:00,North,Furniture,Bookcases,Bookcases 1171,962.79,6,0.1,216.41,Consumer,No,First Class,Delayed shipment
ORD-14713,2024-11-10 00:00:00,West,Office Supplies,Labels,Labels 4713,309.67,10,0.3,28.62,Consumer,No,Same Day,Customer requested refund
ORD-13185,2022-10-17 00:00:00,South,Office Supplies,Labels,Labels 3185,340.99,8,0.4,41.21,Consumer,No,Same Day,Delayed shipment
ORD-10022,NotADate,South,Furniture,Tables,Tables 22,94.56,4,0.0,15.2,Consumer,No,First Class,
ORD-11571,2022-05-05 00:00:00,South,Office Supplies,Paper,Paper 1571,644.29,3,0.3,84.23,Home Office,No,Second Class,Delayed shipment
ORD-12049,2024-06-25 00:00:00,North,Office Supplies,Art,Art 2049,419.23,10,0.5,,Corporate,Yes,Standard Class,
ORD-11880,2021-09-18 00:00:00,West,Furniture,Furnishings,Furnishings 1880,,6,0.3,120.56,Home Office,No,Standard Class,Damaged box
ORD-10739,2022-01-23 00:00:00,north,Technology,Copiers,Copiers 739,592.2,3,0.4,28.19,Consumer,No,Standard Class,Damaged box
ORD-11494,2024-06-09 00:00:00,South,Technology,Phones,Phones 1494,517.8,4,0.5,67.86,Home Office,Yes,Same Day,Customer requested refund
ORD-14477,2022-07-31 00:00:00,South,Office Supplies,Binders,Binders 4477,453.55,9,0.5,21.2,Consumer,No,Same Day,Damaged box
ORD-10228,2023-03-28 00:00:00,West,Technology,Machines,Machines 228,95.45,10,0.5,12.15,Home Office,No,First Class,Customer requested refund
ORD-10439,2023-09-01 00:00:00,North,Office Supplies,Art,Art 439,1031.46,3,0.2,122.23,Home Office,No,Same Day,Expedited delivery
ORD-12677,2020-10-15 00:00:00,West,Office Supplies,Binders,Binders 2677,298.08,4,0.2,52.17,Home Office,No,First Class,Delayed shipment
ORD-12338,2022-05-11 00:00:00,West,Technology,Phones,Phones 2338,70.0,7,0.3,13.61,Consumer,No,Second Class,
ORD-14646,2022-07-10 00:00:00,West,Technology,Phones,Phones 4646,386.25,7,0.1,103.76,Corporate,No,Standard Class,
ORD-11279,2023-05-12 00:00:00,north,Furniture,Furnishings,Furnishings 1279,165.16,5,0.2,32.06,Consumer,No,Same Day,Expedited delivery
ORD-14401,2023-07-09 00:00:00,South,Office Supplies,Storage,Storage 4401,424.41,9,0.5,51.88,Consumer,Yes,First Class,Expedited delivery
ORD-14547,2024-09-24 00:00:00,South,Office Supplies,Storage,Storage 4547,363.9,6,0.3,67.1,Home Office,No,Standard Class,Expedited delivery
ORD-11144,2022-12-30 00:00:00,East,Office Supplies,Binders,Binders 1144,92.6,10,0.3,14.29,Consumer,Yes,Second Class,
ORD-13607,2022-05-05 00:00:00,South,Technology,Machines,Machines 3607,253.17,3,0.4,17.34,Home Office,No,First Class,
ORD-13120,2021-12-04 00:00:00,West,Office Supplies,Art,Art 3120,580.4,3,0.4,30.4,Home Office,No,Second Class,Damaged box
ORD-10873,2024-02-18 00:00:00,South,Technology,Copiers,Copiers 873,308.14,2,0.2,52.16,Corporate,No,Standard Class,Customer requested refund
ORD-12101,2021-06-27 00:00:00,South,Furniture,Chairs,Chairs 2101,256.13,5,0.2,10.75,Corporate,No,Standard Class,Delayed shipment
ORD-13107,2023-09-19 00:00:00,East,Technology,Copiers,Copiers 3107,256.04,6,0.2,35.13,Consumer,No,First Class,
ORD-14083,2021-03-12 00:00:00,East,Technology,Copiers,Copiers 4083,245.48,6,0.0,37.46,Corporate,No,Same Day,Delayed shipment
ORD-11415,2020-02-21 00:00:00,West,Office Supplies,Paper,Paper 1415,458.09,8,0.0,119.5,Corporate,No,Same Day,
ORD-12008,2023-03-26 00:00:00,East,Furniture,Bookcases,Bookcases 2008,72.6,7,0.4,12.9,Home Office,No,Standard Class,Customer requested refund
ORD-13372,2023-09-22 00:00:00,South,Furniture,Bookcases,Bookcases 3372,491.17,8,0.4,41.07,Home Office,No,Second Class,Expedited delivery
ORD-13194,2022-06-29 00:00:00,West,Office Supplies,Paper,Paper 3194,249.61,5,0.1,36.73,Home Office,Yes,Same Day,Customer requested refund
ORD-10473,2020-11-15 00:00:00,West,Office Supplies,Paper,Paper 473,265.74,2,0.0,74.42,Home Office,No,First Class,
ORD-14113,2024-03-05 00:00:00,west,Office Supplies,Paper,Paper 4113,111.94,7,0.2,13.82,Consumer,No,First Class,Damaged box
ORD-11511,2023-11-30 00:00:00,north,Technology,Phones,Phones 1511,618.12,9,0.3,40.45,Home Office,No,Standard Class,Customer requested refund
ORD-10461,2024-07-05 00:00:00,West,Technology,Phones,Phones 461,151.59,2,0.1,22.91,Corporate,No,Standard Class,Damaged box
ORD-12840,2024-12-28 00:00:00,west,Furniture,Furnishings,Furnishings 2840,473.1,3,0.3,36.84,Home Office,No,Same Day,Damaged box
ORD-11024,2021-12-31 00:00:00,East,Office Supplies,Labels,Labels 1024,460.96,5,0.3,56.49,Corporate,No,Standard Class,Damaged box
ORD-13825,2022-02-14 00:00:00,East,Technology,Copiers,Copiers 3825,338.81,9,0.3,21.87,Home Office,No,Standard Class,Damaged box
ORD-12417,2021-12-15 00:00:00,East,Technology,Copiers,Copiers 2417,199.8,8,0.2,34.43,Consumer,No,Same Day,Customer requested refund
ORD-10866,2022-12-30 00:00:00,West,Furniture,Furnishings,Furnishings 866,213.84,7,0.1,32.47,Corporate,No,Standard Class,
ORD-13332,2023-07-19 00:00:00,South,Office Supplies,Binders,Binders 3332,593.13,3,0.2,52.46,Home Office,No,Standard Class,
ORD-14211,2021-10-12 00:00:00,West,Office Supplies,Binders,Binders 4211,33.72,7,0.4,2.24,Home Office,No,Standard Class,
ORD-11310,2020-07-29 00:00:00,North,Office Supplies,Labels,Labels 1310,688.74,5,0.4,42.39,Corporate,No,Same Day,Customer requested refund
ORD-12462,2022-02-25 00:00:00,West,Office Supplies,Art,Art 2462,115.03,7,0.1,5.37,Corporate,No,Standard Class,Customer requested refund
ORD-14240,2024-01-31 00:00:00,South,Technology,Accessories,Accessories 4240,676.96,6,0.2,38.76,Home Office,No,First Class,
ORD-12986,2020-04-22 00:00:00,South,Furniture,Tables,Tables 2986,586.68,8,0.1,156.87,Consumer,No,Standard Class,Delayed shipment
ORD-11645,2023-11-12 00:00:00,West,Office Supplies,Labels,Labels 1645,432.89,5,0.4,23.83,Consumer,Yes,Same Day,Damaged box
ORD-10090,2024-11-04 00:00:00,South,Furniture,Tables,Tables 90,487.08,2,0.2,94.75,Consumer,No,Second Class,Customer requested refund
ORD-10131,2021-07-11 00:00:00,East,Office Supplies,Art,Art 131,170.96,8,0.5,13.34,Home Office,No,Standard Class,Damaged box
ORD-11687,2022-03-13 00:00:00,South,Furniture,Chairs,Chairs 1687,394.64,6,0.4,58.73,Consumer,No,Second Class,
ORD-13143,NotADate,East,Office Supplies,Art,Art 3143,,7,0.5,18.83,Home Office,No,Standard Class,Damaged box
ORD-11374,2021-10-23 00:00:00,North,Furniture,Furnishings,Furnishings 1374,694.22,1,0.0,67.65,Consumer,No,Second Class,
ORD-10679,2023-11-09 00:00:00,South,Technology,Machines,Machines 679,394.55,4,0.0,31.5,Consumer,No,Same Day,Damaged box
ORD-13254,2021-03-12 00:00:00,East,Furniture,Chairs,Chairs 3254,74.72,6,0.4,6.24,Corporate,No,First Class,Damaged box
ORD-14932,2022-11-02 00:00:00,North,Technology,Copiers,Copiers 4932,644.91,7,0.5,91.61,Corporate,No,Second Class,
ORD-11626,2023-10-06 00:00:00,West,Office Supplies,Art,Art 1626,614.55,4,0.1,125.98,Home Office,No,Standard Class,Delayed shipment
ORD-11810,2022-08-07 00:00:00,North,Technology,Phones,Phones 1810,616.63,2,0.1,98.28,Home Office,No,Standard Class,Damaged box
ORD-14717,NotADate,South,Office Supplies,Labels,Labels 4717,20.09,3,0.5,1.48,Corporate,No,First Class,Delayed shipment
ORD-10365,2024-10-21 00:00:00,East,Office Supplies,Storage,Storage 365,234.82,4,0.5,12.48,Consumer,No,Second Class,Customer requested refund
ORD-14603,2022-11-28 00:00:00,East,Furniture,Chairs,Chairs 4603,207.83,3,0.4,10.63,Corporate,No,Second Class,Delayed shipment
ORD-14225,2023-07-01 00:00:00,South,Technology,Phones,Phones 4225,332.28,4,0.2,42.34,Corporate,No,First Class,Expedited delivery
ORD-14217,2021-10-14 00:00:00,North,Technology,Machines,Machines 4217,317.23,8,0.3,61.08,Consumer,No,Standard Class,Customer requested refund
ORD-11049,2023-07-22 00:00:00,North,Furniture,Furnishings,Furnishings 1049,799.02,5,0.5,81.94,Home Office,No,Same Day,
ORD-10500,2021-09-30 00:00:00,West,Office Supplies,Storage,Storage 500,1044.54,8,0.2,138.65,Corporate,Yes,Same Day,Customer requested refund
ORD-14331,2024-08-12 00:00:00,West,Technology,Phones,Phones 4331,903.39,3,0.1,87.03,Consumer,No,Second Class,
ORD-10796,2023-07-27 00:00:00,north,Technology,Copiers,Copiers 796,272.67,7,0.3,,Home Office,No,Same Day,Expedited delivery
ORD-11750,2020-07-28 00:00:00,North,Technology,Accessories,Accessories 1750,115.29,4,0.4,5.3,Home Office,No,First Class,Customer requested refund
ORD-13212,2020-04-14 00:00:00,East,Office Supplies,Binders,Binders 3212,707.03,8,0.0,179.45,Home Office,No,Standard Class,
ORD-10964,2020-04-27 00:00:00,East,Office Supplies,Labels,Labels 964,233.06,6,0.0,47.52,Corporate,No,Same Day,Customer requested refund
ORD-11962,2024-11-06 00:00:00,South,Furniture,Chairs,Chairs 1962,,10,0.0,114.31,Corporate,No,Same Day,
ORD-12062,2022-11-07 00:00:00,east,Furniture,Furnishings,Furnishings 2062,582.94,10,0.4,98.15,Corporate,Yes,Same Day,Customer requested refund
ORD-11330,2021-04-16 00:00:00,East,Technology,Machines,Machines 1330,277.31,4,0.1,31.38,Corporate,No,First Class,Customer requested refund
ORD-11807,2024-04-24 00:00:00,East,Furniture,Chairs,Chairs 1807,1127.75,2,0.4,54.58,Consumer,No,Standard Class,
ORD-10021,2024-01-31 00:00:00,East,Furniture,Chairs,Chairs 21,107.04,6,0.0,12.01,Consumer,No,Same Day,
ORD-13865,2023-06-22 00:00:00,West,Technology,Copiers,Copiers 3865,262.19,10,0.1,24.48,Corporate,No,Second Class,Expedited delivery
ORD-11258,2021-10-15 00:00:00,south,Technology,Phones,Phones 1258,236.07,3,0.4,25.03,Consumer,No,Second Class,
ORD-10530,2023-01-27 00:00:00,South,Furniture,Chairs,Chairs 530,440.52,7,0.2,25.12,Home Office,No,Standard Class,Damaged box
ORD-14287,2021-10-30 00:00:00,East,Furniture,Chairs,Chairs 4287,,7,0.0,32.15,Corporate,No,Same Day,Delayed shipment
ORD-11327,2020-02-08 00:00:00,East,Furniture,Bookcases,Bookcases 1327,405.16,1,0.1,47.62,Home Office,No,Same Day,Customer requested refund
ORD-12031,2024-10-10 00:00:00,South,Furniture,Chairs,Chairs 2031,613.1,9,0.2,,Corporate,No,First Class,Customer requested refund
ORD-13161,2020-05-04 00:00:00,West,Office Supplies,Paper,Paper 3161,447.03,1,0.4,26.54,Corporate,No,Same Day,Damaged box
ORD-10708,2022-10-10 00:00:00,east,Technology,Accessories,Accessories 708,439.54,10,0.3,62.84,Corporate,No,First Class,Customer requested refund
ORD-12946,2020-06-03 00:00:00,West,Office Supplies,Paper,Paper 2946,403.95,5,0.5,43.31,Consumer,No,Second Class,Delayed shipment
ORD-14452,2024-03-11 00:00:00,east,Furniture,Furnishings,Furnishings 4452,721.17,9,0.1,41.81,Home Office,No,First Class,
ORD-11490,2020-08-18 00:00:00,south,Technology,Phones,Phones 1490,261.27,2,0.5,14.2,Consumer,No,Standard Class,Expedited delivery
ORD-10259,2024-07-04 00:00:00,North,Office Supplies,Storage,Storage 259,437.23,6,0.3,40.92,Home Office,No,Same Day,Delayed shipment
ORD-10619,2021-07-20 00:00:00,East,Furniture,Furnishings,Furnishings 619,,7,0.5,34.62,Home Office,No,Same Day,Customer requested refund
ORD-12347,2024-01-10 00:00:00,West,Technology,Machines,Machines 2347,695.21,10,0.4,92.49,Consumer,No,Second Class,
ORD-10828,2021-07-15 00:00:00,north,Technology,Phones,Phones 828,977.13,2,0.5,87.73,Corporate,No,Same Day,Customer requested refund
ORD-14121,2023-04-22 00:00:00,North,Technology,Copiers,Copiers 4121,24.73,3,0.0,3.92,Home Office,No,Standard Class,Customer requested refund
ORD-11755,2021-03-19 00:00:00,North,Office Supplies,Labels,Labels 1755,576.53,3,0.2,94.48,Consumer,No,Standard Class,Damaged box
ORD-12257,2022-12-24 00:00:00,South,Office Supplies,Labels,Labels 2257,,4,0.3,92.02,Corporate,Yes,Same Day,Delayed shipment
ORD-13157,2023-02-28 00:00:00,North,Office Supplies,Binders,Binders 3157,,7,0.3,38.0,Home Office,No,First Class,
ORD-11079,2022-03-16 00:00:00,North,Furniture,Chairs,Chairs 1079,306.72,5,0.5,45.39,Corporate,No,Standard Class,Expedited delivery
ORD-14037,2022-07-21 00:00:00,South,Office Supplies,Binders,Binders 4037,768.49,10,0.2,,Consumer,No,First Class,Delayed shipment
ORD-14357,2020-02-09 00:00:00,East,Office Supplies,Labels,Labels 4357,267.33,10,0.0,69.7,Corporate,No,Same Day,Damaged box
ORD-14941,2022-04-05 00:00:00,North,Technology,Accessories,Accessories 4941,807.53,1,0.4,66.76,Consumer,No,First Class,Expedited delivery
ORD-13540,2020-01-21 00:00:00,West,Technology,Accessories,Accessories 3540,,3,0.5,22.61,Home Office,No,First Class,
ORD-14693,2023-01-28 00:00:00,south,Technology,Accessories,Accessories 4693,55.31,8,0.2,7.79,Consumer,No,First Class,Delayed shipment
ORD-10109,2020-08-09 00:00:00,south,Technology,Machines,Machines 109,157.38,4,0.3,6.2,Home Office,No,First Class,Customer requested refund
ORD-14796,2023-12-08 00:00:00,East,Office Supplies,Labels,Labels 4796,848.35,4,0.0,126.79,Corporate,No,First Class,Expedited delivery
ORD-11593,2021-07-23 00:00:00,West,Office Supplies,Binders,Binders 1593,32.69,4,0.5,1.55,Consumer,Yes,Same Day,
ORD-13935,2020-08-04 00:00:00,East,Furniture,Furnishings,Furnishings 3935,339.33,7,0.0,35.76,Home Office,No,Second Class,
ORD-13886,2020-12-03 00:00:00,East,Office Supplies,Labels,Labels 3886,759.74,6,0.0,64.35,Consumer,No,Standard Class,
ORD-10224,2021-09-03 00:00:00,West,Technology,Accessories,Accessories 224,429.59,8,0.5,49.35,Consumer,No,Standard Class,
ORD-12611,2023-10-15 00:00:00,north,Furniture,Tables,Tables 2611,222.45,3,0.1,47.25,Consumer,No,First Class,Delayed shipment
ORD-14135,NotADate,East,Furniture,Tables,Tables 4135,365.79,5,0.3,76.51,Consumer,No,First Class,Expedited delivery
ORD-14390,2023-04-15 00:00:00,South,Furniture,Chairs,Chairs 4390,529.04,2,0.3,36.39,Corporate,No,Standard Class,
ORD-10613,2022-12-21 00:00:00,South,Office Supplies,Labels,Labels 613,472.3,1,0.0,131.97,Corporate,No,First Class,Damaged box
ORD-11282,2023-07-27 00:00:00,South,Technology,Copiers,Copiers 1282,531.06,1,0.4,33.79,Corporate,No,Second Class,
ORD-14032,2023-01-22 00:00:00,South,Office Supplies,Storage,Storage 4032,129.06,9,0.2,,Home Office,No,Same Day,Delayed shipment
ORD-14267,2021-02-05 00:00:00,South,Furniture,Chairs,Chairs 4267,164.9,1,0.4,21.91,Consumer,No,Same Day,
ORD-13016,2021-08-31 00:00:00,South,Furniture,Furnishings,Furnishings 3016,86.05,4,0.5,5.44,Consumer,No,First Class,Customer requested refund
ORD-13282,2020-07-07 00:00:00,East,Office Supplies,Paper,Paper 3282,200.97,5,0.4,31.93,Consumer,No,Standard Class,
ORD-10749,2020-03-14 00:00:00,East,Office Supplies,Paper,Paper 749,513.47,8,0.2,37.33,Consumer,No,Second Class,Damaged box
ORD-14109,2020-08-04 00:00:00,East,Technology,Copiers,Copiers 4109,128.26,4,0.0,9.53,Home Office,No,Second Class,
ORD-14959,2023-04-22 00:00:00,East,Office Supplies,Binders,Binders 4959,115.12,6,0.5,4.56,Corporate,No,Second Class,Damaged box
ORD-10597,2021-01-20 00:00:00,West,Technology,Accessories,Accessories 597,696.62,9,0.3,127.19,Corporate,No,Second Class,Damaged box
ORD-10892,2022-10-18 00:00:00,East,Technology,Phones,Phones 892,,5,0.1,27.66,Consumer,No,First Class,Expedited delivery
ORD-14558,2022-09-07 00:00:00,East,Technology,Copiers,Copiers 4558,242.73,2,0.0,38.34,Corporate,No,Standard Class,Damaged box
ORD-12467,2021-08-29 00:00:00,North,Furniture,Bookcases,Bookcases 2467,602.88,1,0.1,135.88,Consumer,No,Same Day,Delayed shipment
ORD-11775,2022-07-25 00:00:00,South,Furniture,Chairs,Chairs 1775,463.94,4,0.1,67.11,Consumer,No,Standard Class,
ORD-13866,2020-03-02 00:00:00,West,Furniture,Chairs,Chairs 3866,332.02,10,0.1,57.92,Home Office,No,First Class,Expedited delivery
ORD-13422,2021-07-29 00:00:00,North,Office Supplies,Binders,Binders 3422,261.98,1,0.4,44.26,Home Office,No,Standard Class,
ORD-13171,2022-02-13 00:00:00,South,Furniture,Bookcases,Bookcases 3171,286.54,8,0.4,21.9,Home Office,No,Standard Class,Customer requested refund
ORD-14834,2020-01-01 00:00:00,East,Office Supplies,Binders,Binders 4834,,1,0.2,56.91,Consumer,No,Second Class,
ORD-14987,2021-01-03 00:00:00,West,Office Supplies,Art,Art 4987,304.53,10,0.0,16.22,Home Office,No,First Class,
ORD-12300,2023-07-30 00:00:00,south,Office Supplies,Binders,Binders 2300,,3,0.2,87.71,Corporate,No,Same Day,Customer requested refund
ORD-12498,2021-11-02 00:00:00,East,Technology,Machines,Machines 2498,740.32,8,0.4,90.41,Corporate,No,Same Day,Expedited delivery
ORD-14839,2021-03-19 00:00:00,north,Office Supplies,Art,Art 4839,394.94,6,0.4,57.4,Consumer,No,Same Day,Customer requested refund
ORD-14992,2023-07-06 00:00:00,North,Technology,Phones,Phones 4992,151.29,6,0.0,33.64,Home Office,No,First Class,
ORD-10264,2023-01-18 00:00:00,South,Furniture,Furnishings,Furnishings 264,167.66,1,0.2,30.23,Home Office,No,Same Day,
ORD-12524,2023-06-17 00:00:00,North,Furniture,Chairs,Chairs 2524,337.0,3,0.1,33.77,Corporate,No,Standard Class,
ORD-10389,2023-10-07 00:00:00,West,Furniture,Bookcases,Bookcases 389,781.23,2,0.0,202.19,Consumer,No,Standard Class,Delayed shipment
ORD-14081,2022-02-11 00:00:00,East,Office Supplies,Labels,Labels 4081,305.76,1,0.0,37.72,Consumer,No,First Class,
ORD-10280,2020-12-10 00:00:00,West,Office Supplies,Labels,Labels 280,142.48,8,0.4,20.14,Home Office,No,First Class,
ORD-14033,NotADate,south,Office Supplies,Binders,Binders 4033,140.04,3,0.5,8.29,Corporate,No,Standard Class,
ORD-14986,2024-05-12 00:00:00,South,Technology,Machines,Machines 4986,288.15,8,0.4,21.87,Corporate,No,Second Class,Delayed shipment
ORD-13092,2024-05-05 00:00:00,North,Furniture,Furnishings,Furnishings 3092,174.12,10,0.4,20.66,Home Office,No,Same Day,Customer requested refund
ORD-13358,2023-06-10 00:00:00,East,Technology,Accessories,Accessories 3358,309.37,10,0.3,60.3,Consumer,No,Same Day,Delayed shipment
ORD-14371,2024-10-08 00:00:00,North,Office Supplies,Binders,Binders 4371,25.98,9,0.2,5.7,Corporate,No,First Class,
ORD-13880,2024-10-20 00:00:00,East,Furniture,Bookcases,Bookcases 3880,341.83,5,0.3,64.81,Home Office,No,Second Class,Expedited delivery
ORD-12405,2024-06-27 00:00:00,East,Furniture,Bookcases,Bookcases 2405,,7,0.1,35.65,Corporate,No,Second Class,
ORD-13699,2020-03-05 00:00:00,East,Office Supplies,Art,Art 3699,337.51,3,0.1,25.33,Corporate,No,First Class,
ORD-10858,2020-08-30 00:00:00,North,Furniture,Chairs,Chairs 858,278.21,2,0.2,13.26,Consumer,No,Standard Class,Customer requested refund
ORD-13343,2024-09-26 00:00:00,East,Furniture,Tables,Tables 3343,,7,0.5,73.85,Consumer,No,Second Class,Customer requested refund
ORD-11421,2022-06-03 00:00:00,North,Furniture,Tables,Tables 1421,444.39,5,0.1,24.25,Home Office,No,Standard Class,Expedited delivery
ORD-11134,2023-07-12 00:00:00,East,Technology,Accessories,Accessories 1134,445.27,2,0.1,23.37,Home Office,No,Standard Class,
ORD-12170,2020-02-27 00:00:00,West,Technology,Accessories,Accessories 2170,647.84,10,0.5,75.75,Corporate,No,Same Day,Delayed shipment
ORD-12905,2021-12-19 00:00:00,East,Technology,Phones,Phones 2905,1175.76,9,0.1,,Home Office,No,Second Class,Damaged box
ORD-10762,2023-02-02 00:00:00,North,Technology,Copiers,Copiers 762,570.28,2,0.0,101.71,Home Office,No,Standard Class,Damaged box
ORD-10172,2022-01-11 00:00:00,West,Office Supplies,Binders,Binders 172,203.14,7,0.4,7.08,Home Office,No,First Class,Expedited delivery
ORD-14876,2021-04-10 00:00:00,South,Office Supplies,Paper,Paper 4876,37.6,1,0.3,4.73,Home Office,No,Standard Class,Delayed shipment
ORD-10763,2021-12-28 00:00:00,South,Furniture,Chairs,Chairs 763,205.54,5,0.4,8.69,Home Office,No,First Class,
ORD-12147,2021-11-02 00:00:00,East,Technology,Phones,Phones 2147,285.18,1,0.1,32.04,Consumer,No,First Class,Delayed shipment
ORD-12778,2020-01-07 00:00:00,South,Office Supplies,Paper,Paper 2778,337.09,1,0.2,49.98,Home Office,No,Second Class,Expedited delivery
ORD-13652,2024-10-13 00:00:00,North,Office Supplies,Storage,Storage 3652,384.21,6,0.5,11.07,Home Office,No,Standard Class,Damaged box
ORD-11169,2023-09-07 00:00:00,West,Technology,Machines,Machines 1169,150.46,3,0.3,25.35,Corporate,No,Standard Class,
ORD-13633,2023-01-17 00:00:00,West,Technology,Accessories,Accessories 3633,376.03,5,0.5,55.13,Corporate,No,Second Class,Delayed shipment
ORD-14870,2023-05-22 00:00:00,North,Technology,Copiers,Copiers 4870,555.79,4,0.5,35.14,Corporate,No,First Class,Damaged box
ORD-11665,2022-08-15 00:00:00,East,Furniture,Furnishings,Furnishings 1665,237.54,1,0.0,47.46,Home Office,Yes,Same Day,Expedited delivery
ORD-11132,2020-12-22 00:00:00,South,Office Supplies,Binders,Binders 1132,472.08,6,0.0,106.07,Corporate,No,Standard Class,Delayed shipment
ORD-14137,2023-11-10 00:00:00,North,Office Supplies,Binders,Binders 4137,24.9,10,0.4,1.67,Corporate,No,First Class,
ORD-10381,2020-12-08 00:00:00,South,Office Supplies,Binders,Binders 381,211.79,2,0.0,26.38,Home Office,No,First Class,Damaged box
ORD-12298,2020-12-06 00:00:00,North,Furniture,Tables,Tables 2298,233.61,2,0.0,32.35,Consumer,No,Second Class,Customer requested refund
ORD-12335,2023-08-23 00:00:00,East,Furniture,Bookcases,Bookcases 2335,739.61,9,0.3,28.53,Home Office,No,Same Day,Customer requested refund
ORD-10682,2023-07-27 00:00:00,North,Office Supplies,Binders,Binders 682,494.21,6,0.0,60.52,Corporate,No,Same Day,Expedited delivery
ORD-12641,2022-09-28 00:00:00,north,Furniture,Bookcases,Bookcases 2641,414.42,6,0.5,30.68,Consumer,No,Second Class,
ORD-12854,2024-02-25 00:00:00,West,Furniture,Furnishings,Furnishings 2854,310.15,6,0.5,12.92,Home Office,No,Standard Class,Customer requested refund
ORD-11967,2021-02-06 00:00:00,south,Technology,Phones,Phones 1967,366.13,5,0.4,53.28,Corporate,No,Same Day,
ORD-12857,2020-05-17 00:00:00,South,Office Supplies,Art,Art 2857,295.94,5,0.0,41.03,Consumer,No,Second Class,
ORD-12831,2024-11-19 00:00:00,west,Furniture,Chairs,Chairs 2831,232.92,8,0.3,,Home Office,No,First Class,Customer requested refund
